lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje,seccion
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,13.28579212,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,10.02606622,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,9.18691146,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,0.60862815,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,0.28738133,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,23.88402628,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,40.36847017,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,14.0868123,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,9.21548571,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,11.16515782,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,1.02882193,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,0.25122581,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,26.88012359,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,35.30210901,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,12.072404,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,13.45937373,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,9.74893657,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,1.99579422,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,0.54125887,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,23.40097463,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,40.27633805,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,16.16552208,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,10.06626497,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,9.74336209,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,0,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,0.34753818,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,26.65859049,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,39.92749255,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,12.68606729,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,13.24991135,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,6.2950264,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,0.20107107,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,0.98184085,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,22.63978704,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,37.81923174,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,15.14717457,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,13.49672567,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,9.85885788,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,0.47380819,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,0.56441491,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,29.76950322,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,38.16080607,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,13.59485307,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,10.14351566,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,7.56749772,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,0.49418468,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,0.26963958,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,39.74693525,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,40.339308,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,4.08278105,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,11.37974759,Satisfacción y trato
